Country,Country_code,Who_region,Wb_income,Year,Month,Agegroup,Deaths
Denmark,DNK,EUR,HIC,2022,4,5_14,0
Denmark,DNK,EUR,HIC,2022,1,65+,0
Denmark,DNK,EUR,HIC,2022,1,5_14,0
Thailand,THA,SEAR,UMC,2022,7,65+,
Thailand,THA,SEAR,UMC,2022,8,65+,
Thailand,THA,SEAR,UMC,2022,9,65+,
Barbados,BRB,AMR,HIC,2022,10,5_14,
Barbados,BRB,AMR,HIC,2022,11,5_14,
Barbados,BRB,AMR,HIC,2022,12,65+,
Portugal,PRT,EUR,HIC,2022,1,5_14,1
Denmark,DNK,EUR,HIC,2022,2,5_14,0
Denmark,DNK,EUR,HIC,2022,5,0_4,
Denmark,DNK,EUR,HIC,2022,5,15_64,0
Denmark,DNK,EUR,HIC,2022,6,0_4,
Denmark,DNK,EUR,HIC,2022,6,5_14,0
Portugal,PRT,EUR,HIC,2022,8,5_14,0
Portugal,PRT,EUR,HIC,2022,5,5_14,1
Denmark,DNK,EUR,HIC,2022,4,15_64,0
Portugal,PRT,EUR,HIC,2022,3,5_14,0
Portugal,PRT,EUR,HIC,2022,6,15_64,61
Portugal,PRT,EUR,HIC,2022,9,65+,159
Antarctica,ATA,,,2022,5,5_14,
Denmark,DNK,EUR,HIC,2022,12,0_4,0
Denmark,DNK,EUR,HIC,2022,12,5_14,0
Portugal,PRT,EUR,HIC,2022,12,5_14,0
Portugal,PRT,EUR,HIC,2022,11,5_14,0
Portugal,PRT,EUR,HIC,2022,9,5_14,0
Portugal,PRT,EUR,HIC,2022,8,0_4,1
Portugal,PRT,EUR,HIC,2022,7,0_4,0
Portugal,PRT,EUR,HIC,2022,6,65+,1055
Portugal,PRT,EUR,HIC,2022,2,0_4,0
Barbados,BRB,AMR,HIC,2022,5,15_64,
Barbados,BRB,AMR,HIC,2022,6,15_64,
Portugal,PRT,EUR,HIC,2022,12,0_4,0
Portugal,PRT,EUR,HIC,2022,11,0_4,0
Portugal,PRT,EUR,HIC,2022,10,15_64,25
Portugal,PRT,EUR,HIC,2022,3,65+,691
Portugal,PRT,EUR,HIC,2022,3,15_64,40
Portugal,PRT,EUR,HIC,2022,2,15_64,91
Denmark,DNK,EUR,HIC,2022,7,5_14,0
Portugal,PRT,EUR,HIC,2022,2,5_14,0
Barbados,BRB,AMR,HIC,2022,2,65+,
Barbados,BRB,AMR,HIC,2022,3,5_14,
Barbados,BRB,AMR,HIC,2022,3,65+,
Barbados,BRB,AMR,HIC,2022,4,5_14,
Barbados,BRB,AMR,HIC,2022,4,65+,
Portugal,PRT,EUR,HIC,2022,7,5_14,0
Portugal,PRT,EUR,HIC,2022,3,0_4,0
Thailand,THA,SEAR,UMC,2022,5,15_64,
Thailand,THA,SEAR,UMC,2022,6,15_64,
Barbados,BRB,AMR,HIC,2022,7,0_4,
Barbados,BRB,AMR,HIC,2022,8,0_4,
Barbados,BRB,AMR,HIC,2022,9,0_4,
Barbados,BRB,AMR,HIC,2022,12,15_64,
"China, Taiwan",TWN,WPR,,2022,4,0_4,
Portugal,PRT,EUR,HIC,2022,5,65+,742
Antarctica,ATA,,,2022,7,65+,
Portugal,PRT,EUR,HIC,2022,7,65+,371
Portugal,PRT,EUR,HIC,2022,12,15_64,13
Antarctica,ATA,,,2022,4,0_4,
"China, Taiwan",TWN,WPR,,2022,11,15_64,
"China, Taiwan",TWN,WPR,,2022,10,15_64,
Portugal,PRT,EUR,HIC,2022,11,15_64,12
Portugal,PRT,EUR,HIC,2022,10,5_14,0
Portugal,PRT,EUR,HIC,2022,4,65+,523
Portugal,PRT,EUR,HIC,2022,4,15_64,29
Portugal,PRT,EUR,HIC,2022,1,65+,822
Portugal,PRT,EUR,HIC,2022,1,15_64,90
Barbados,BRB,AMR,HIC,2022,1,5_14,
Barbados,BRB,AMR,HIC,2022,1,65+,
Barbados,BRB,AMR,HIC,2022,2,5_14,
Denmark,DNK,EUR,HIC,2022,3,65+,0
Denmark,DNK,EUR,HIC,2022,9,15_64,0
Portugal,PRT,EUR,HIC,2022,12,65+,240
Portugal,PRT,EUR,HIC,2022,11,65+,269
"China, Taiwan",TWN,WPR,,2022,3,0_4,
Puerto Rico,PRI,AMR,HIC,2022,7,65+,
Puerto Rico,PRI,AMR,HIC,2022,9,65+,
Puerto Rico,PRI,AMR,HIC,2022,3,5_14,
Puerto Rico,PRI,AMR,HIC,2022,2,5_14,
Puerto Rico,PRI,AMR,HIC,2022,1,5_14,
Puerto Rico,PRI,AMR,HIC,2022,8,15_64,
Puerto Rico,PRI,AMR,HIC,2022,7,15_64,
Puerto Rico,PRI,AMR,HIC,2022,4,0_4,
Puerto Rico,PRI,AMR,HIC,2022,4,5_14,
Puerto Rico,PRI,AMR,HIC,2022,3,0_4,
Puerto Rico,PRI,AMR,HIC,2022,1,0_4,
Thailand,THA,SEAR,UMC,2022,1,15_64,
Thailand,THA,SEAR,UMC,2022,2,15_64,
Thailand,THA,SEAR,UMC,2022,3,15_64,
Thailand,THA,SEAR,UMC,2022,4,15_64,
Thailand,THA,SEAR,UMC,2022,10,0_4,
Puerto Rico,PRI,AMR,HIC,2022,2,0_4,
Puerto Rico,PRI,AMR,HIC,2022,5,15_64,
Puerto Rico,PRI,AMR,HIC,2022,6,15_64,
Puerto Rico,PRI,AMR,HIC,2022,10,5_14,
Barbados,BRB,AMR,HIC,2022,9,15_64,
Barbados,BRB,AMR,HIC,2022,9,5_14,
Democratic Republic of the Congo,COD,AFR,LIC,2022,8,0_4,
Democratic Republic of the Congo,COD,AFR,LIC,2022,9,0_4,
Puerto Rico,PRI,AMR,HIC,2022,12,65+,
Puerto Rico,PRI,AMR,HIC,2022,11,5_14,
Puerto Rico,PRI,AMR,HIC,2022,6,0_4,
Puerto Rico,PRI,AMR,HIC,2022,5,0_4,
"China, Taiwan",TWN,WPR,,2022,6,5_14,
"China, Taiwan",TWN,WPR,,2022,5,5_14,
"China, Taiwan",TWN,WPR,,2022,5,0_4,
"China, Taiwan",TWN,WPR,,2022,4,15_64,
"China, Taiwan",TWN,WPR,,2022,3,15_64,
"China, Taiwan",TWN,WPR,,2022,2,15_64,
"China, Taiwan",TWN,WPR,,2022,1,15_64,
Thailand,THA,SEAR,UMC,2022,11,0_4,
Barbados,BRB,AMR,HIC,2022,5,65+,
Democratic Republic of the Congo,COD,AFR,LIC,2022,7,15_64,
Democratic Republic of the Congo,COD,AFR,LIC,2022,7,5_14,
Western Sahara,ESH,AFR,,2022,4,65+,
Western Sahara,ESH,AFR,,2022,4,0_4,
Western Sahara,ESH,AFR,,2022,3,65+,
Western Sahara,ESH,AFR,,2022,2,65+,
Western Sahara,ESH,AFR,,2022,2,0_4,
Western Sahara,ESH,AFR,,2022,1,65+,
Antarctica,ATA,,,2022,11,0_4,
Antarctica,ATA,,,2022,10,0_4,
Antarctica,ATA,,,2022,9,65+,
Antarctica,ATA,,,2022,8,65+,
Denmark,DNK,EUR,HIC,2022,1,15_64,0
Denmark,DNK,EUR,HIC,2022,9,65+,0
Denmark,DNK,EUR,HIC,2022,11,5_14,0
Puerto Rico,PRI,AMR,HIC,2022,11,0_4,
Puerto Rico,PRI,AMR,HIC,2022,10,0_4,
Western Sahara,ESH,AFR,,2022,7,15_64,
Puerto Rico,PRI,AMR,HIC,2022,8,65+,
Western Sahara,ESH,AFR,,2022,8,15_64,
Western Sahara,ESH,AFR,,2022,10,0_4,
Puerto Rico,PRI,AMR,HIC,2022,12,5_14,
Puerto Rico,PRI,AMR,HIC,2022,12,0_4,
Puerto Rico,PRI,AMR,HIC,2022,9,15_64,
Puerto Rico,PRI,AMR,HIC,2022,6,65+,
Puerto Rico,PRI,AMR,HIC,2022,5,65+,
Democratic Republic of the Congo,COD,AFR,LIC,2022,8,15_64,
Democratic Republic of the Congo,COD,AFR,LIC,2022,8,5_14,
Democratic Republic of the Congo,COD,AFR,LIC,2022,9,15_64,
Democratic Republic of the Congo,COD,AFR,LIC,2022,9,5_14,
Barbados,BRB,AMR,HIC,2022,6,65+,
Barbados,BRB,AMR,HIC,2022,11,0_4,
Puerto Rico,PRI,AMR,HIC,2022,11,15_64,
Puerto Rico,PRI,AMR,HIC,2022,10,15_64,
Puerto Rico,PRI,AMR,HIC,2022,6,5_14,
Puerto Rico,PRI,AMR,HIC,2022,5,5_14,
Western Sahara,ESH,AFR,,2022,9,15_64,
Timor-Leste,TLS,SEAR,LMC,2022,8,0_4,
"China, Taiwan",TWN,WPR,,2022,2,0_4,
Portugal,PRT,EUR,HIC,2022,10,65+,176
"China, Taiwan",TWN,WPR,,2022,9,65+,
Poland,POL,EUR,HIC,2022,8,65+,0
Poland,POL,EUR,HIC,2022,8,5_14,0
Thailand,THA,SEAR,UMC,2022,4,65+,
Thailand,THA,SEAR,UMC,2022,10,5_14,
Thailand,THA,SEAR,UMC,2022,10,65+,
Barbados,BRB,AMR,HIC,2022,12,5_14,
Thailand,THA,SEAR,UMC,2022,11,5_14,
"China, Taiwan",TWN,WPR,,2022,8,65+,
"China, Taiwan",TWN,WPR,,2022,8,5_14,
Poland,POL,EUR,HIC,2022,12,65+,
Poland,POL,EUR,HIC,2022,10,0_4,
Poland,POL,EUR,HIC,2022,4,0_4,
Poland,POL,EUR,HIC,2022,3,5_14,0
"China, Taiwan",TWN,WPR,,2022,9,5_14,
Barbados,BRB,AMR,HIC,2022,10,15_64,
Barbados,BRB,AMR,HIC,2022,6,5_14,
Thailand,THA,SEAR,UMC,2022,4,5_14,
Poland,POL,EUR,HIC,2022,6,65+,0
Poland,POL,EUR,HIC,2022,6,5_14,0
Poland,POL,EUR,HIC,2022,2,65+,0
Poland,POL,EUR,HIC,2022,2,5_14,0
Barbados,BRB,AMR,HIC,2022,2,15_64,
Barbados,BRB,AMR,HIC,2022,3,15_64,
Barbados,BRB,AMR,HIC,2022,4,15_64,
Barbados,BRB,AMR,HIC,2022,5,0_4,
Barbados,BRB,AMR,HIC,2022,5,5_14,
Barbados,BRB,AMR,HIC,2022,6,0_4,
Poland,POL,EUR,HIC,2022,12,5_14,
Poland,POL,EUR,HIC,2022,11,65+,
Poland,POL,EUR,HIC,2022,7,65+,0
Thailand,THA,SEAR,UMC,2022,2,65+,
Thailand,THA,SEAR,UMC,2022,3,65+,
Poland,POL,EUR,HIC,2022,3,15_64,0
Poland,POL,EUR,HIC,2022,3,0_4,
Poland,POL,EUR,HIC,2022,2,0_4,
Poland,POL,EUR,HIC,2022,1,0_4,
Barbados,BRB,AMR,HIC,2022,7,65+,
"China, Taiwan",TWN,WPR,,2022,7,65+,
Western Sahara,ESH,AFR,,2022,11,65+,
Pitcairn,PCN,WPR,,2022,12,15_64,
Pitcairn,PCN,WPR,,2022,9,0_4,
Pitcairn,PCN,WPR,,2022,8,0_4,
Pitcairn,PCN,WPR,,2022,7,0_4,
Pitcairn,PCN,WPR,,2022,4,65+,
Pitcairn,PCN,WPR,,2022,3,65+,
Pitcairn,PCN,WPR,,2022,2,65+,
Pitcairn,PCN,WPR,,2022,1,65+,
Barbados,BRB,AMR,HIC,2022,8,65+,
Barbados,BRB,AMR,HIC,2022,10,0_4,
Barbados,BRB,AMR,HIC,2022,11,15_64,
Western Sahara,ESH,AFR,,2022,10,65+,
Barbados,BRB,AMR,HIC,2022,4,0_4,
Poland,POL,EUR,HIC,2022,7,5_14,0
Barbados,BRB,AMR,HIC,2022,3,0_4,
Barbados,BRB,AMR,HIC,2022,1,0_4,
Denmark,DNK,EUR,HIC,2022,2,15_64,0
Denmark,DNK,EUR,HIC,2022,6,15_64,0
Denmark,DNK,EUR,HIC,2022,7,15_64,0
Denmark,DNK,EUR,HIC,2022,9,5_14,0
Denmark,DNK,EUR,HIC,2022,10,15_64,22
Denmark,DNK,EUR,HIC,2022,10,5_14,0
Denmark,DNK,EUR,HIC,2022,10,65+,182
Denmark,DNK,EUR,HIC,2022,12,65+,366
Pitcairn,PCN,WPR,,2022,12,65+,
Pitcairn,PCN,WPR,,2022,6,15_64,
Pitcairn,PCN,WPR,,2022,5,15_64,
Antarctica,ATA,,,2022,7,15_64,
Antarctica,ATA,,,2022,3,0_4,
Antarctica,ATA,,,2022,2,0_4,
Antarctica,ATA,,,2022,1,0_4,
Barbados,BRB,AMR,HIC,2022,2,0_4,
"China, Taiwan",TWN,WPR,,2022,1,0_4,
Poland,POL,EUR,HIC,2022,8,15_64,0
Poland,POL,EUR,HIC,2022,12,15_64,
Thailand,THA,SEAR,UMC,2022,12,15_64,
Denmark,DNK,EUR,HIC,2022,1,0_4,
Denmark,DNK,EUR,HIC,2022,2,0_4,
Denmark,DNK,EUR,HIC,2022,3,0_4,
Denmark,DNK,EUR,HIC,2022,3,15_64,0
Denmark,DNK,EUR,HIC,2022,4,0_4,
Portugal,PRT,EUR,HIC,2022,4,5_14,0
Denmark,DNK,EUR,HIC,2022,8,65+,0
Poland,POL,EUR,HIC,2022,10,5_14,0
Poland,POL,EUR,HIC,2022,9,65+,0
Poland,POL,EUR,HIC,2022,9,5_14,0
Poland,POL,EUR,HIC,2022,6,0_4,
Poland,POL,EUR,HIC,2022,5,15_64,0
Poland,POL,EUR,HIC,2022,5,0_4,
Poland,POL,EUR,HIC,2022,10,65+,0
Portugal,PRT,EUR,HIC,2022,5,0_4,0
Portugal,PRT,EUR,HIC,2022,5,15_64,39
Portugal,PRT,EUR,HIC,2022,6,0_4,1
Portugal,PRT,EUR,HIC,2022,9,15_64,13
Portugal,PRT,EUR,HIC,2022,8,65+,242
Portugal,PRT,EUR,HIC,2022,8,15_64,18
Portugal,PRT,EUR,HIC,2022,4,0_4,0
Portugal,PRT,EUR,HIC,2022,2,65+,1066
Portugal,PRT,EUR,HIC,2022,1,0_4,0
Thailand,THA,SEAR,UMC,2022,7,0_4,
Thailand,THA,SEAR,UMC,2022,8,0_4,
Thailand,THA,SEAR,UMC,2022,9,0_4,
Western Sahara,ESH,AFR,,2022,6,15_64,
Western Sahara,ESH,AFR,,2022,5,15_64,
Portugal,PRT,EUR,HIC,2022,10,0_4,0
Portugal,PRT,EUR,HIC,2022,9,0_4,0
Portugal,PRT,EUR,HIC,2022,7,15_64,40
Portugal,PRT,EUR,HIC,2022,6,5_14,1
Poland,POL,EUR,HIC,2022,4,15_64,0
Poland,POL,EUR,HIC,2022,1,15_64,0
Thailand,THA,SEAR,UMC,2022,1,5_14,
Barbados,BRB,AMR,HIC,2022,1,15_64,
Denmark,DNK,EUR,HIC,2022,3,5_14,0
Denmark,DNK,EUR,HIC,2022,7,0_4,
Denmark,DNK,EUR,HIC,2022,8,15_64,0
Denmark,DNK,EUR,HIC,2022,8,5_14,0
Denmark,DNK,EUR,HIC,2022,11,15_64,19
Poland,POL,EUR,HIC,2022,11,5_14,
Poland,POL,EUR,HIC,2022,11,15_64,
Poland,POL,EUR,HIC,2022,5,65+,0
Poland,POL,EUR,HIC,2022,4,65+,0
Poland,POL,EUR,HIC,2022,1,65+,0
Denmark,DNK,EUR,HIC,2022,2,65+,0
Denmark,DNK,EUR,HIC,2022,6,65+,0
Denmark,DNK,EUR,HIC,2022,7,65+,0
Denmark,DNK,EUR,HIC,2022,10,0_4,0
Denmark,DNK,EUR,HIC,2022,11,0_4,1
Poland,POL,EUR,HIC,2022,1,5_14,0
Poland,POL,EUR,HIC,2022,11,0_4,
Poland,POL,EUR,HIC,2022,2,15_64,0
Poland,POL,EUR,HIC,2022,7,0_4,
Barbados,BRB,AMR,HIC,2022,10,65+,
Barbados,BRB,AMR,HIC,2022,11,65+,
Poland,POL,EUR,HIC,2022,12,0_4,
Poland,POL,EUR,HIC,2022,10,15_64,0
Poland,POL,EUR,HIC,2022,9,15_64,0
Poland,POL,EUR,HIC,2022,5,5_14,0
Poland,POL,EUR,HIC,2022,4,5_14,0
Poland,POL,EUR,HIC,2022,3,65+,0
Thailand,THA,SEAR,UMC,2022,2,5_14,
Thailand,THA,SEAR,UMC,2022,3,5_14,
Thailand,THA,SEAR,UMC,2022,11,65+,
Barbados,BRB,AMR,HIC,2022,12,0_4,
Poland,POL,EUR,HIC,2022,9,0_4,
Poland,POL,EUR,HIC,2022,8,0_4,
Poland,POL,EUR,HIC,2022,7,15_64,0
Poland,POL,EUR,HIC,2022,6,15_64,0
Barbados,BRB,AMR,HIC,2022,8,5_14,
Timor-Leste,TLS,SEAR,LMC,2022,9,0_4,
Western Sahara,ESH,AFR,,2022,3,15_64,
Pakistan,PAK,EMR,LMC,2022,7,5_14,
Pakistan,PAK,EMR,LMC,2022,7,15_64,
Pakistan,PAK,EMR,LMC,2022,6,0_4,
Pakistan,PAK,EMR,LMC,2022,6,65+,
Pakistan,PAK,EMR,LMC,2022,6,5_14,
Pakistan,PAK,EMR,LMC,2022,5,65+,
Pakistan,PAK,EMR,LMC,2022,8,15_64,
Pakistan,PAK,EMR,LMC,2022,5,5_14,
Togo,TGO,AFR,LIC,2022,1,0_4,
Belgium,BEL,EUR,HIC,2022,1,65+,591
Belgium,BEL,EUR,HIC,2022,2,15_64,86
Belgium,BEL,EUR,HIC,2022,3,5_14,0
Belgium,BEL,EUR,HIC,2022,4,15_64,30
Belgium,BEL,EUR,HIC,2022,5,65+,228
Pakistan,PAK,EMR,LMC,2022,5,0_4,
Pakistan,PAK,EMR,LMC,2022,9,15_64,
Pakistan,PAK,EMR,LMC,2022,12,0_4,
Pakistan,PAK,EMR,LMC,2022,7,65+,
Palau,PLW,WPR,HIC,2022,7,5_14,
Palau,PLW,WPR,HIC,2022,7,0_4,
Palau,PLW,WPR,HIC,2022,6,15_64,
Palau,PLW,WPR,HIC,2022,3,65+,
Palau,PLW,WPR,HIC,2022,2,65+,
Palau,PLW,WPR,HIC,2022,1,65+,
Dominican Republic,DOM,AMR,UMC,2022,2,65+,0
Dominican Republic,DOM,AMR,UMC,2022,4,5_14,
Dominican Republic,DOM,AMR,UMC,2022,5,15_64,
Dominican Republic,DOM,AMR,UMC,2022,6,15_64,
Dominican Republic,DOM,AMR,UMC,2022,10,5_14,
Pakistan,PAK,EMR,LMC,2022,9,65+,
Pakistan,PAK,EMR,LMC,2022,9,5_14,
Pakistan,PAK,EMR,LMC,2022,8,65+,
Pakistan,PAK,EMR,LMC,2022,8,5_14,
Belgium,BEL,EUR,HIC,2022,10,15_64,15
Palau,PLW,WPR,HIC,2022,8,0_4,
Belgium,BEL,EUR,HIC,2022,10,65+,219
Dominican Republic,DOM,AMR,UMC,2022,11,5_14,
Pakistan,PAK,EMR,LMC,2022,3,5_14,
Pakistan,PAK,EMR,LMC,2022,2,5_14,
Pakistan,PAK,EMR,LMC,2022,1,65+,
Pakistan,PAK,EMR,LMC,2022,1,5_14,
Togo,TGO,AFR,LIC,2022,11,15_64,
"China, Macao SAR",MAC,WPR,HIC,2022,9,15_64,
Pakistan,PAK,EMR,LMC,2022,3,65+,
Wallis and Futuna,WLF,WPR,,2022,9,15_64,
Dominican Republic,DOM,AMR,UMC,2022,1,65+,33
Dominican Republic,DOM,AMR,UMC,2022,2,0_4,0
Pakistan,PAK,EMR,LMC,2022,12,5_14,
Pakistan,PAK,EMR,LMC,2022,11,65+,
Pakistan,PAK,EMR,LMC,2022,10,65+,
Pakistan,PAK,EMR,LMC,2022,4,65+,
Dominican Republic,DOM,AMR,UMC,2022,1,15_64,11
Pakistan,PAK,EMR,LMC,2022,4,5_14,
Pakistan,PAK,EMR,LMC,2022,6,15_64,
Pakistan,PAK,EMR,LMC,2022,7,0_4,
Dominican Republic,DOM,AMR,UMC,2022,11,65+,
Pakistan,PAK,EMR,LMC,2022,12,65+,
Pakistan,PAK,EMR,LMC,2022,5,15_64,
Togo,TGO,AFR,LIC,2022,1,5_14,
Togo,TGO,AFR,LIC,2022,2,0_4,
Togo,TGO,AFR,LIC,2022,2,5_14,
Togo,TGO,AFR,LIC,2022,3,0_4,
Togo,TGO,AFR,LIC,2022,3,5_14,
Togo,TGO,AFR,LIC,2022,4,0_4,
Togo,TGO,AFR,LIC,2022,4,5_14,
Togo,TGO,AFR,LIC,2022,10,15_64,
Togo,TGO,AFR,LIC,2022,10,5_14,
Pakistan,PAK,EMR,LMC,2022,12,15_64,
Pakistan,PAK,EMR,LMC,2022,9,0_4,
Pakistan,PAK,EMR,LMC,2022,8,0_4,
Dominican Republic,DOM,AMR,UMC,2022,10,65+,
Palau,PLW,WPR,HIC,2022,9,0_4,
Palau,PLW,WPR,HIC,2022,12,15_64,
Dominican Republic,DOM,AMR,UMC,2022,2,15_64,1
Belgium,BEL,EUR,HIC,2022,3,65+,675
Belgium,BEL,EUR,HIC,2022,5,15_64,16
Belgium,BEL,EUR,HIC,2022,7,0_4,
Belgium,BEL,EUR,HIC,2022,8,15_64,12
Belgium,BEL,EUR,HIC,2022,11,15_64,8
"China, Macao SAR",MAC,WPR,HIC,2022,7,65+,
Togo,TGO,AFR,LIC,2022,7,15_64,
Palau,PLW,WPR,HIC,2022,12,5_14,
Palau,PLW,WPR,HIC,2022,8,65+,
Palau,PLW,WPR,HIC,2022,7,65+,
Anguilla,AIA,AMR,,2022,12,65+,
Anguilla,AIA,AMR,,2022,8,5_14,
Anguilla,AIA,AMR,,2022,7,5_14,
Anguilla,AIA,AMR,,2022,4,15_64,
Palau,PLW,WPR,HIC,2022,9,65+,
Togo,TGO,AFR,LIC,2022,6,0_4,
Togo,TGO,AFR,LIC,2022,5,0_4,
Palau,PLW,WPR,HIC,2022,1,0_4,
Palau,PLW,WPR,HIC,2022,5,65+,
Belgium,BEL,EUR,HIC,2022,1,15_64,80
Dominican Republic,DOM,AMR,UMC,2022,3,15_64,
Dominican Republic,DOM,AMR,UMC,2022,4,15_64,
Dominican Republic,DOM,AMR,UMC,2022,12,0_4,
Dominican Republic,DOM,AMR,UMC,2022,12,5_14,
Palau,PLW,WPR,HIC,2022,11,15_64,
Palau,PLW,WPR,HIC,2022,10,15_64,
Palau,PLW,WPR,HIC,2022,4,5_14,
Palau,PLW,WPR,HIC,2022,4,0_4,
Palau,PLW,WPR,HIC,2022,3,5_14,
Palau,PLW,WPR,HIC,2022,3,0_4,
Palau,PLW,WPR,HIC,2022,2,5_14,
Palau,PLW,WPR,HIC,2022,2,0_4,
Palau,PLW,WPR,HIC,2022,1,5_14,
Anguilla,AIA,AMR,,2022,3,15_64,
Anguilla,AIA,AMR,,2022,2,15_64,
Anguilla,AIA,AMR,,2022,1,15_64,
Dominican Republic,DOM,AMR,UMC,2022,3,5_14,
Togo,TGO,AFR,LIC,2022,8,5_14,
Belgium,BEL,EUR,HIC,2022,2,5_14,0
Belgium,BEL,EUR,HIC,2022,8,0_4,
Belgium,BEL,EUR,HIC,2022,9,0_4,
"China, Macao SAR",MAC,WPR,HIC,2022,12,65+,
"China, Macao SAR",MAC,WPR,HIC,2022,12,5_14,
Palau,PLW,WPR,HIC,2022,12,65+,
Palau,PLW,WPR,HIC,2022,9,5_14,
Palau,PLW,WPR,HIC,2022,8,5_14,
Palau,PLW,WPR,HIC,2022,5,15_64,
Togo,TGO,AFR,LIC,2022,8,65+,
Togo,TGO,AFR,LIC,2022,9,5_14,
Togo,TGO,AFR,LIC,2022,9,65+,
Togo,TGO,AFR,LIC,2022,12,0_4,
Dominican Republic,DOM,AMR,UMC,2022,1,0_4,0
Togo,TGO,AFR,LIC,2022,7,65+,
Pakistan,PAK,EMR,LMC,2022,2,65+,
Togo,TGO,AFR,LIC,2022,7,5_14,
Palau,PLW,WPR,HIC,2022,2,15_64,
Dominican Republic,DOM,AMR,UMC,2022,7,65+,
Dominican Republic,DOM,AMR,UMC,2022,8,65+,
Dominican Republic,DOM,AMR,UMC,2022,9,0_4,
Dominican Republic,DOM,AMR,UMC,2022,9,65+,
Dominican Republic,DOM,AMR,UMC,2022,12,15_64,
Palau,PLW,WPR,HIC,2022,12,0_4,
Palau,PLW,WPR,HIC,2022,11,65+,
Palau,PLW,WPR,HIC,2022,10,65+,
Palau,PLW,WPR,HIC,2022,6,0_4,
Palau,PLW,WPR,HIC,2022,4,65+,
Palau,PLW,WPR,HIC,2022,11,5_14,
Palau,PLW,WPR,HIC,2022,10,5_14,
Palau,PLW,WPR,HIC,2022,5,0_4,
Palau,PLW,WPR,HIC,2022,4,15_64,
Palau,PLW,WPR,HIC,2022,3,15_64,
Palau,PLW,WPR,HIC,2022,1,15_64,
Dominican Republic,DOM,AMR,UMC,2022,2,5_14,0
Dominican Republic,DOM,AMR,UMC,2022,3,65+,
Dominican Republic,DOM,AMR,UMC,2022,4,65+,
Belgium,BEL,EUR,HIC,2022,2,0_4,
Belgium,BEL,EUR,HIC,2022,3,0_4,
Belgium,BEL,EUR,HIC,2022,4,0_4,
Belgium,BEL,EUR,HIC,2022,7,15_64,18
Belgium,BEL,EUR,HIC,2022,9,15_64,11
Belgium,BEL,EUR,HIC,2022,9,5_14,0
Belgium,BEL,EUR,HIC,2022,1,0_4,
Belgium,BEL,EUR,HIC,2022,10,5_14,0
Oman,OMN,EMR,HIC,2022,12,15_64,
Oman,OMN,EMR,HIC,2022,9,0_4,
Oman,OMN,EMR,HIC,2022,8,0_4,
Oman,OMN,EMR,HIC,2022,5,65+,0
Oman,OMN,EMR,HIC,2022,4,65+,0
Togo,TGO,AFR,LIC,2022,1,65+,
Ecuador,ECU,AMR,UMC,2022,12,65+,
Oman,OMN,EMR,HIC,2022,1,15_64,2
Oman,OMN,EMR,HIC,2022,2,15_64,0
Oman,OMN,EMR,HIC,2022,2,5_14,0
Wallis and Futuna,WLF,WPR,,2022,8,15_64,
Wallis and Futuna,WLF,WPR,,2022,7,15_64,
Wallis and Futuna,WLF,WPR,,2022,3,65+,
Wallis and Futuna,WLF,WPR,,2022,2,65+,
Wallis and Futuna,WLF,WPR,,2022,1,65+,
Oman,OMN,EMR,HIC,2022,11,15_64,
Oman,OMN,EMR,HIC,2022,10,15_64,
Oman,OMN,EMR,HIC,2022,7,0_4,0
Oman,OMN,EMR,HIC,2022,6,0_4,0
Oman,OMN,EMR,HIC,2022,3,65+,0
Oman,OMN,EMR,HIC,2022,3,5_14,0
Oman,OMN,EMR,HIC,2022,2,0_4,0
Oman,OMN,EMR,HIC,2022,7,15_64,0
Oman,OMN,EMR,HIC,2022,6,5_14,0
Oman,OMN,EMR,HIC,2022,6,15_64,0
Togo,TGO,AFR,LIC,2022,2,65+,
Togo,TGO,AFR,LIC,2022,3,65+,
Togo,TGO,AFR,LIC,2022,4,65+,
Togo,TGO,AFR,LIC,2022,12,15_64,
Anguilla,AIA,AMR,,2022,9,0_4,
Anguilla,AIA,AMR,,2022,8,0_4,
Anguilla,AIA,AMR,,2022,7,0_4,
Anguilla,AIA,AMR,,2022,6,65+,
"occupied Palestinian territory, including east Jerusalem",PSE,EMR,LMC,2022,11,65+,
"occupied Palestinian territory, including east Jerusalem",PSE,EMR,LMC,2022,10,65+,
Togo,TGO,AFR,LIC,2022,5,15_64,
Togo,TGO,AFR,LIC,2022,6,15_64,
Togo,TGO,AFR,LIC,2022,7,0_4,
Togo,TGO,AFR,LIC,2022,8,0_4,
Belize,BLZ,AMR,UMC,2022,4,5_14,
Belize,BLZ,AMR,UMC,2022,5,65+,
Belize,BLZ,AMR,UMC,2022,6,65+,
Belize,BLZ,AMR,UMC,2022,10,0_4,
Belize,BLZ,AMR,UMC,2022,10,5_14,
Anguilla,AIA,AMR,,2022,9,5_14,
Dominican Republic,DOM,AMR,UMC,2022,12,65+,
Anguilla,AIA,AMR,,2022,12,15_64,
Oman,OMN,EMR,HIC,2022,7,5_14,0
Belgium,BEL,EUR,HIC,2022,11,65+,143
Belgium,BEL,EUR,HIC,2022,12,65+,271
Wallis and Futuna,WLF,WPR,,2022,6,5_14,
Wallis and Futuna,WLF,WPR,,2022,6,0_4,
Wallis and Futuna,WLF,WPR,,2022,5,5_14,
Oman,OMN,EMR,HIC,2022,9,15_64,
